
Gurobi 12.0.2 (linux64, C++) logging started Thu Jun 19 08:00:21 2025

Set parameter LogFile to value "log/instances/scenario3/fully_correlated_sc3/800/kpfs_10.txt.log"

Gurobi 12.0.2 (linux64, C++) logging started Thu Jun 19 08:01:44 2025

Set parameter LogFile to value "log/instances/scenario3/fully_correlated_sc3/800/kpfs_10.txt.log"

Gurobi 12.0.2 (linux64, C++) logging started Thu Jun 19 08:02:56 2025

Set parameter LogFile to value "log/instances/scenario3/fully_correlated_sc3/800/kpfs_10.txt.log"

Gurobi 12.0.2 (linux64, C++) logging started Fri Jun 20 01:53:00 2025

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2679381
Set parameter LogFile to value "log/instances/scenario3/fully_correlated_sc3/800/kpfs_10.txt.log"
Academic license 2679381 - for non-commercial use only - registered to be___@poli.ufrj.br
Set parameter TimeLimit to value 1800
Set parameter Threads to value 1
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 24.04.1 LTS")

CPU model: 13th Gen Intel(R) Core(TM) i7-1355U, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1800
Threads  1

Academic license 2679381 - for non-commercial use only - registered to be___@poli.ufrj.br
Optimize a model with 4002 rows, 4800 columns and 44862 nonzeros
Model fingerprint: 0x6c881b3a
Variable types: 0 continuous, 4800 integer (800 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+01]
  Objective range  [4e+00, 4e+01]
  Bounds range     [1e+00, 2e+01]
  RHS range        [1e+00, 1e+03]
Found heuristic solution: objective 1306.0000000
Presolve removed 0 rows and 388 columns
Presolve time: 0.30s
Presolved: 4002 rows, 4412 columns, 44086 nonzeros
Variable types: 0 continuous, 4412 integer (800 binary)

Root relaxation: objective 2.244642e+03, 3781 iterations, 2.73 seconds (1.17 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 2244.64172    0  399 1306.00000 2244.64172  71.9%     -    3s
H    0     0                    1317.0000000 2244.64172  70.4%     -    3s
H    0     0                    1395.0000000 2244.64172  60.9%     -    3s
H    0     0                    1436.0000000 2244.64172  56.3%     -    3s
H    0     0                    1444.0000000 2244.64172  55.4%     -    3s
H    0     0                    1526.0000000 2244.64172  47.1%     -    3s
H    0     0                    1529.0000000 2244.64172  46.8%     -    3s
H    0     0                    1536.0000000 2244.64172  46.1%     -    3s
H    0     0                    1542.0000000 2244.64172  45.6%     -    3s
H    0     0                    1544.0000000 2244.64172  45.4%     -    3s
H    0     0                    1605.0000000 2244.64172  39.9%     -    3s
H    0     0                    1682.0000000 2244.64172  33.5%     -    3s
H    0     0                    1685.0000000 2244.64172  33.2%     -    3s
H    0     0                    1743.0000000 2244.64172  28.8%     -    3s
H    0     0                    1821.0000000 2244.64172  23.3%     -    3s
H    0     0                    1834.0000000 2244.64172  22.4%     -    3s
H    0     0                    1862.0000000 2244.64172  20.6%     -    3s
H    0     0                    1865.0000000 2244.64172  20.4%     -    3s
H    0     0                    1882.0000000 2244.64172  19.3%     -    3s
H    0     0                    1891.0000000 2244.64172  18.7%     -    4s
H    0     0                    1893.0000000 2244.64172  18.6%     -    4s
H    0     0                    1897.0000000 2244.64172  18.3%     -    5s
H    0     0                    1900.0000000 2244.64172  18.1%     -    5s
H    0     0                    1951.0000000 2244.64172  15.1%     -    7s
     0     0 2244.03575    0  398 1951.00000 2244.03575  15.0%     -    8s
H    0     0                    1952.0000000 2244.02339  15.0%     -    9s
H    0     0                    1968.0000000 2244.02339  14.0%     -   13s
H    0     0                    1971.0000000 2244.02339  13.9%     -   14s
     0     0 2243.96004    0  396 1971.00000 2243.96004  13.8%     -   16s
     0     0 2243.78206    0  394 1971.00000 2243.78206  13.8%     -   18s
     0     0 2243.77114    0  397 1971.00000 2243.77114  13.8%     -   18s
     0     0 2243.28454    0  397 1971.00000 2243.28454  13.8%     -   21s
     0     0 2243.27812    0  401 1971.00000 2243.27812  13.8%     -   21s
     0     0 2243.21026    0  394 1971.00000 2243.21026  13.8%     -   23s
     0     0 2243.14689    0  404 1971.00000 2243.14689  13.8%     -   25s
     0     0 2243.13081    0  404 1971.00000 2243.13081  13.8%     -   25s
     0     0 2243.12927    0  406 1971.00000 2243.12927  13.8%     -   25s
     0     0 2243.09975    0  404 1971.00000 2243.09975  13.8%     -   27s
H    0     0                    1975.0000000 2243.09746  13.6%     -   27s
H    0     0                    1976.0000000 2243.09746  13.5%     -   27s
H    0     0                    1983.0000000 2243.09746  13.1%     -   27s
H    0     0                    1988.0000000 2243.09746  12.8%     -   27s
H    0     0                    1991.0000000 2243.09746  12.7%     -   28s
H    0     0                    1992.0000000 2243.09746  12.6%     -   29s
H    0     0                    1994.0000000 2243.09746  12.5%     -   30s
     0     0 2243.09746    0  405 1994.00000 2243.09746  12.5%     -   30s
     0     0 2243.09746    0  405 1994.00000 2243.09746  12.5%     -   30s
     0     0 2243.07845    0  404 1994.00000 2243.07845  12.5%     -   31s
