
Gurobi 12.0.2 (linux64, C++) logging started Thu Jun 19 08:00:22 2025

Set parameter LogFile to value "log/instances/scenario4/correlated_sc4/800/kpfs_8.txt.log"

Gurobi 12.0.2 (linux64, C++) logging started Thu Jun 19 08:01:45 2025

Set parameter LogFile to value "log/instances/scenario4/correlated_sc4/800/kpfs_8.txt.log"

Gurobi 12.0.2 (linux64, C++) logging started Thu Jun 19 08:02:57 2025

Set parameter LogFile to value "log/instances/scenario4/correlated_sc4/800/kpfs_8.txt.log"

Gurobi 12.0.2 (linux64, C++) logging started Fri Jun 20 03:40:51 2025

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2679381
Set parameter LogFile to value "log/instances/scenario4/correlated_sc4/800/kpfs_8.txt.log"
Academic license 2679381 - for non-commercial use only - registered to be___@poli.ufrj.br
Set parameter TimeLimit to value 1800
Set parameter Threads to value 1
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "Ubuntu 24.04.1 LTS")

CPU model: 13th Gen Intel(R) Core(TM) i7-1355U, instruction set [SSE2|AVX|AVX2]
Thread count: 6 physical cores, 12 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1800
Threads  1

Academic license 2679381 - for non-commercial use only - registered to be___@poli.ufrj.br
Optimize a model with 2402 rows, 3200 columns and 55569 nonzeros
Model fingerprint: 0x8841b891
Variable types: 0 continuous, 3200 integer (800 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+01]
  Objective range  [1e+00, 4e+01]
  Bounds range     [1e+00, 4e+01]
  RHS range        [1e+00, 1e+03]
Found heuristic solution: objective 870.0000000
Presolve removed 0 rows and 18 columns
Presolve time: 0.30s
Presolved: 2402 rows, 3182 columns, 55533 nonzeros
Variable types: 0 continuous, 3182 integer (878 binary)

Root relaxation: objective 1.998125e+03, 1896 iterations, 0.88 seconds (0.39 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 1998.12484    0  234  870.00000 1998.12484   130%     -    1s
H    0     0                    1301.0000000 1998.12484  53.6%     -    1s
H    0     0                    1558.0000000 1998.12484  28.2%     -    1s
H    0     0                    1577.0000000 1998.12484  26.7%     -    1s
H    0     0                    1696.0000000 1998.12484  17.8%     -    1s
H    0     0                    1772.0000000 1998.12484  12.8%     -    1s
H    0     0                    1809.0000000 1998.12484  10.5%     -    2s
H    0     0                    1820.0000000 1998.12484  9.79%     -    2s
H    0     0                    1833.0000000 1998.12484  9.01%     -    2s
H    0     0                    1834.0000000 1998.12484  8.95%     -    2s
H    0     0                    1837.0000000 1998.12484  8.77%     -    2s
H    0     0                    1856.0000000 1998.12484  7.66%     -    2s
H    0     0                    1859.0000000 1998.12484  7.48%     -    2s
H    0     0                    1863.0000000 1998.12484  7.25%     -    2s
H    0     0                    1864.0000000 1998.12484  7.20%     -    2s
H    0     0                    1865.0000000 1998.12484  7.14%     -    2s
H    0     0                    1880.0000000 1998.12484  6.28%     -    2s
     0     0 1997.30459    0  242 1880.00000 1997.30459  6.24%     -    3s
     0     0 1997.28888    0  240 1880.00000 1997.28888  6.24%     -    6s
     0     0 1996.91378    0  240 1880.00000 1996.91378  6.22%     -    7s
     0     0 1996.85936    0  246 1880.00000 1996.85936  6.22%     -    8s
     0     0 1996.85848    0  248 1880.00000 1996.85848  6.22%     -    8s
     0     0 1996.82549    0  245 1880.00000 1996.82549  6.21%     -    9s
     0     0 1996.82412    0  246 1880.00000 1996.82412  6.21%     -    9s
     0     0 1996.81985    0  249 1880.00000 1996.81985  6.21%     -    9s
     0     0 1996.81933    0  248 1880.00000 1996.81933  6.21%     -    9s
     0     0 1996.81812    0  250 1880.00000 1996.81812  6.21%     -   10s
     0     0 1996.81649    0  250 1880.00000 1996.81649  6.21%     -   10s
H    0     0                    1886.0000000 1996.81649  5.88%     -   10s
H    0     0                    1893.0000000 1996.81649  5.48%     -   11s
H    0     0                    1898.0000000 1996.81649  5.21%     -   11s
     0     2 1996.81649    0  250 1898.00000 1996.81649  5.21%     -   11s
H   26    26                    1899.0000000 1993.76614  4.99%   137   14s
H   26    26                    1905.0000000 1993.76614  4.66%   137   14s
    33    35 1984.81605   22  235 1905.00000 1993.76614  4.66%   129   15s
   104   106 1970.31190   84  211 1905.00000 1993.76614  4.66%  90.1   24s
   131   133 1965.19245  109  195 1905.00000 1993.76614  4.66%  83.0   25s
   333   335 1923.12810  281  163 1905.00000 1993.76614  4.66%  62.7   30s
   453   447 1950.79231   55  202 1905.00000 1993.76587  4.66%  67.9   35s
   516   509 1940.18001   82  250 1905.00000 1993.76587  4.66%  69.7   40s
   519   511 1932.94052   99  239 1905.00000 1993.76587  4.66%  69.3   48s
   523   514 1938.87248   86  244 1905.00000 1993.76587  4.66%  68.7   51s
   536   524 1989.40716   19  231 1905.00000 1992.71403  4.60%  75.9   55s
   559   540 1977.72158   30  214 1905.00000 1992.71403  4.60%  79.4   60s
   585   557 1959.23659   43  193 1905.00000 1992.71403  4.60%  82.8   65s
